eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,17,-1,4,2,2,368,152,216,0.4,36.8,92.0,1.42105263158,1
b8:ac:6f:36:04:e3,00:25:00:a8:c4:60,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
00:19:b9:0a:69:f1,01:00:5e:00:00:fb,17,-1,52,52,0,4108,4108,0,5.2,410.8,79.0,0,1
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,36,18,18,5016,1388,3628,3.6,501.6,139.333333333,2.61383285303,9
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,186,86,100,16154,7924,8230,18.6,1615.4,86.8494623656,1.03861686017,60
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,10,5,5,1629,467,1162,1.0,162.9,162.9,2.48822269807,5
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,4,2,2,252,120,132,0.4,25.2,63.0,1.1,2
00:19:b9:0a:69:f1,ff:ff:ff:ff:ff:ff,17,-1,52,52,0,3614,3614,0,5.2,361.4,69.5,0,2
70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,75,34,41,9095,5054,4041,7.5,909.5,121.266666667,0.799564701227,6.0
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,4,2,2,252,120,132,0.4,25.2,63.0,1.1,2
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,8,4,4,528,264,264,0.8,52.8,66.0,1.0,4
70:6e:6d:1d:bb:02,01:00:0c:cc:cc:cc,0,-1,4,4,0,1828,1828,0,0.4,182.8,457.0,0,1
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,6,2,7,3,4,432,186,246,0.7,43.2,61.7142857143,1.32258064516,3
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,6,3,3,540,270,270,0.6,54.0,90.0,1.0,3
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,548,248,300,185057,31371,153686,54.8,18505.7,337.695255474,4.89898313729,72
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.166666666667
00:19:b9:0a:69:f1,33:33:00:00:00:fb,17,-1,52,52,0,5148,5148,0,5.2,514.8,99.0,0,1
