eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
00:1e:4f:d4:ca:28,01:00:5e:00:00:16,2,-1,10,10,0,604,604,0,1.0,60.4,60.4,0,5
00:1e:4f:d4:ca:28,33:33:00:01:00:02,17,-1,78,78,0,12870,12870,0,7.8,1287.0,165.0,0,1
00:1e:4f:d4:ca:28,33:33:00:01:00:03,17,-1,52,52,0,4680,4680,0,5.2,468.0,90.0,0,1
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,1
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,29,15,14,1955,980,975,2.9,195.5,67.4137931034,0.994897959184,11
00:1e:4f:d4:ca:28,ff:ff:ff:ff:ff:ff,2054,-1,82,78,4,4920,4680,240,8.2,492.0,60.0,0.0512820512821,2
00:1e:4f:d4:ca:28,33:33:00:00:00:02,58,-1,26,26,0,1820,1820,0,2.6,182.0,70.0,0,1
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,-1,10,6,4,829,519,310,1.0,82.9,82.9,0.597302504817,1
18:66:da:9b:e3:7d,33:33:00:01:00:03,17,-1,52,52,0,7904,7904,0,5.2,790.4,152.0,0,1
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,12,6,6,1278,456,822,1.2,127.8,106.5,1.80263157895,1
70:6e:6d:1d:bb:08,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
70:6e:6d:1d:bb:03,01:00:0c:cc:cc:cc,0,-1,6,6,0,2742,2742,0,0.6,274.2,457.0,0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
18:66:da:9b:e3:7d,01:00:5e:00:00:fc,17,-1,52,52,0,6864,6864,0,5.2,686.4,132.0,0,1
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,20,10,10,2594,986,1608,2.0,259.4,129.7,1.630831643,10
00:1e:4f:d4:ca:28,01:00:5e:00:00:fc,17,-1,52,52,0,3640,3640,0,5.2,364.0,70.0,0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,586,270,316,430169,27090,403079,58.6,43016.9,734.076791809,14.8792543374,13
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,8,4,4,960,356,604,0.8,96.0,120.0,1.69662921348,2
00:1e:4f:d4:ca:28,33:33:00:00:00:16,58,-1,130,130,0,12220,12220,0,13.0,1222.0,94.0,0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,94,42,52,12065,7096,4969,9.4,1206.5,128.35106383,0.700253664036,2.0
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,17,-1,33,16,17,16930,8777,8153,3.3,1693.0,513.03030303,0.928905092856,4
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,31577,19076,12501,19999425,1152160,18847265,3157.7,1999942.5,633.354181841,16.3582011179,5
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,17,-1,46,24,22,5356,2014,3342,4.6,535.6,116.434782609,1.65938430983,11
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,18,9,9,1188,594,594,1.8,118.8,66.0,1.0,9
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,40,21,19,4285,2634,1651,4.0,428.5,107.125,0.626803340926,6
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.5
70:6e:6d:1d:bb:0a,01:00:0c:cc:cc:cc,0,-1,10,10,0,4580,4580,0,1.0,458.0,458.0,0,2
