eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.333333333333
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,16,8,8,2170,874,1296,1.6,217.0,135.625,1.4828375286,4
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
18:66:da:9b:e3:7d,b8:ac:6f:36:0b:a8,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,17,10,7,1223,705,518,1.7,122.3,71.9411764706,0.73475177305,5
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,8,4,4,528,264,264,0.8,52.8,66.0,1.0,4
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,47,22,25,7802,2163,5639,4.7,780.2,166.0,2.60702727693,11
00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,4,2,2,700,286,414,0.4,70.0,175.0,1.44755244755,2
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,15,8,7,2983,1150,1833,1.5,298.3,198.866666667,1.59391304348,3
70:6e:6d:1d:bb:07,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,6,3,3,378,180,198,0.6,37.8,63.0,1.1,3
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,61,28,33,8563,5485,3078,6.1,856.3,140.37704918,0.561166818596,3.0
