eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,-1,10,5,5,662,325,337,1.0,66.2,66.2,1.03692307692,3
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
70:6e:6d:1d:bb:06,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
b8:ac:6f:36:0b:a8,00:19:b9:0a:69:f1,6,2,178,90,88,30688,11260,19428,17.8,3068.8,172.404494382,1.72539964476,2
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,12,6,6,756,360,396,1.2,75.6,63.0,1.1,6
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,-1,30287,18038,12249,19560176,1100666,18459510,3028.7,1956017.6,645.827450721,16.7712185168,3
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,6,-1,24,16,8,6360,4280,2080,2.4,636.0,265.0,0.485981308411,2
00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,6,-1,2,1,1,126,66,60,0.2,12.6,63.0,0.909090909091,0.0666666666667
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,132,68,64,52402,16245,36157,13.2,5240.2,396.984848485,2.22573099415,10
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,6,6,0,444,444,0,0.6,44.4,74.0,0,2
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,10,5,5,1364,461,903,1.0,136.4,136.4,1.95878524946,5
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,10,5,5,660,330,330,1.0,66.0,66.0,1.0,5
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,-1,64,40,24,4840,2936,1904,6.4,484.0,75.625,0.648501362398,16
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,135,63,72,21674,15465,6209,13.5,2167.4,160.548148148,0.401487229227,7
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,17,-1,26,16,10,3066,1312,1754,2.6,306.6,117.923076923,1.3368902439,5
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,-1,34,17,17,2130,1020,1110,3.4,213.0,62.6470588235,1.08823529412,15.0
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,6,2,50,28,22,5336,2855,2481,5.0,533.6,106.72,0.869001751313,1
