SrcMac,DstMac,SrcAddr,Sport,DstAddr,Dport,Proto,Mean,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,Rate,State,Dur
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,192.168.10.15,49647,13.107.4.50,80,6,5.006543,15000,8960,6040,9644864,549199,9095665,2995.879395,E,5.006543
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,55340,23.194.180.22,443,6,0.023256,2,1,1,132,66,66,42.999657,sSE,0.023256
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,192.168.10.15,49886,93.184.216.105,443,6,0.023987,2,1,1,126,60,66,41.689247,sSE,0.023987
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,192.168.10.15,49887,93.184.216.105,443,6,0.023908,2,1,1,126,60,66,41.827003,sSE,0.023908
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,192.168.10.15,49888,93.184.216.105,443,6,0.023850,2,1,1,126,60,66,41.928722,sSE,0.023850
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,40934,198.101.167.72,443,6,4.688157,6,2,4,427,132,295,1.066517,sSEfF,4.688157
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,192.168.10.15,49885,93.184.216.105,443,6,0.022969,2,1,1,126,60,66,43.536942,sSE,0.022969
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,192.168.10.15,49884,93.184.216.105,443,6,0.022985,2,1,1,126,60,66,43.506634,sSE,0.022985
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,55334,23.194.180.22,443,6,0.023102,2,1,1,132,66,66,43.286293,sSE,0.023102
70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,01:00:0c:cc:cc:cc,170,70:6e:6d:1d:bb:0c,170,0,0.000000,1,1,0,458,458,0,0.000000,INT,0.000000
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,37480,216.200.232.14,443,6,0.035418,4,3,1,295,229,66,84.702690,sSEfF,0.035418
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,50478,72.21.91.29,80,6,0.023561,3,2,1,198,132,66,84.886040,sSEf,0.023561
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,50474,72.21.91.29,80,6,0.023761,3,2,1,198,132,66,84.171539,sSEf,0.023761
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,50594,169.60.66.39,443,6,0.043477,4,3,1,295,229,66,69.002007,sSEfF,0.043477
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,54675,172.217.11.8,443,6,0.036257,2,1,1,132,66,66,27.580881,sSE,0.036257
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,37616,172.217.9.226,443,6,0.036298,2,1,1,132,66,66,27.549728,sSE,0.036298
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,192.168.10.8,49378,172.217.10.33,443,6,0.233817,3,2,1,260,160,100,8.553699,E,0.233817
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,192.168.10.8,49382,172.217.6.196,443,6,0.233805,3,2,1,260,160,100,8.554137,sSE,0.233805
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,192.168.10.8,49386,172.217.10.34,443,6,0.233805,3,2,1,260,160,100,8.554137,sSE,0.233805
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,192.168.10.8,49364,172.217.10.226,443,6,0.233809,3,2,1,260,160,100,8.553991,E,0.233809
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,192.168.10.8,49385,172.217.11.35,443,6,0.233760,3,2,1,260,160,100,8.555783,sSE,0.233760
70:6e:6d:1d:bb:04,01:00:0c:cc:cc:cc,01:00:0c:cc:cc:cc,170,70:6e:6d:1d:bb:04,170,0,0.000000,1,1,0,457,457,0,0.000000,INT,0.000000
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,37125,23.61.187.27,80,6,0.039420,2,1,1,132,66,66,25.367832,sSE,0.039420
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,54588,52.84.143.97,80,6,0.022132,2,1,1,132,66,66,45.183445,sSE,0.022132
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,192.168.10.8,63633,192.168.10.3,53,17,0.047784,4,2,2,488,148,340,62.782520,CON,0.047784
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,192.168.10.3,60566,192.168.10.1,53,17,0.047100,2,1,1,266,85,181,21.231422,CON,0.047100
00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,192.168.10.19,123,192.168.10.3,123,17,0.000009,4,2,2,360,180,180,333333.312500,CON,0.000009
00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,104.97.122.33,443,192.168.10.8,49352,6,0.203801,4,3,1,672,612,60,14.720242,E,0.203801
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,192.168.10.8,59745,192.168.10.3,53,17,0.000298,4,2,2,364,166,198,10067.114258,CON,0.000298
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,35864,198.101.167.72,80,6,4.479515,5,2,3,330,132,198,0.892954,sSEfF,4.479515
