eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
f2:7c:79:5f:7d:18,33:33:00:00:00:02,58,-1,2,2,0,140,140,0,0.2,14.0,70.0,0,1
b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,2054,-1,26,24,2,1560,1440,120,2.6,156.0,60.0,0.0833333333333,1
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.25
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,31484,19182,12302,19707242,1156852,18550390,3148.4,1970724.2,625.944670309,16.0352318188,5
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,6,2,16,8,8,960,480,480,1.6,96.0,60.0,1.0,2
b8:ac:6f:1d:1f:6c,00:19:b9:0a:69:f1,6,2,72,34,38,10064,7416,2648,7.2,1006.4,139.777777778,0.357065803668,2
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,17,-1,6,4,2,686,360,326,0.6,68.6,114.333333333,0.905555555556,1
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,1,1,0,90,90,0,0.1,9.0,90.0,0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,13,8,5,792,480,312,1.3,79.2,60.9230769231,0.65,3
00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,6,-1,12,8,4,3180,2140,1040,1.2,318.0,265.0,0.485981308411,2
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,99,57,42,6801,3942,2859,9.9,680.1,68.696969697,0.725266362253,19
ba:19:bc:79:87:11,33:33:00:00:00:02,58,-1,2,2,0,140,140,0,0.2,14.0,70.0,0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,14,8,6,2926,1058,1868,1.4,292.6,209.0,1.76559546314,1
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,51,26,25,3174,1560,1614,5.1,317.4,62.2352941176,1.03461538462,21
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,2,1,1,275,101,174,0.2,27.5,137.5,1.72277227723,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,14,7,7,852,426,426,1.4,85.2,60.8571428571,1.0,7
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,24,12,12,1584,792,792,2.4,158.4,66.0,1.0,12
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,17,8,9,1121,480,641,1.7,112.1,65.9411764706,1.33541666667,7
70:6e:6d:1d:bb:0a,01:00:0c:cc:cc:cc,0,-1,5,5,0,2290,2290,0,0.5,229.0,458.0,0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,99,45,54,12435,7335,5100,9.9,1243.5,125.606060606,0.695296523517,4.0
