SrcMac,DstMac,SrcAddr,Sport,DstAddr,Dport,Proto,Mean,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,Rate,State,Dur
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,83.95.149.235,2255,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,123.26.90.250,2239,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,216.187.110.38,2240,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,123.249.153.122,2241,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,239.90.216.254,2243,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,164.143.55.110,2246,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,235.2.13.15,2256,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,143.190.54.195,2249,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,102.77.56.175,2250,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,102.117.223.228,2257,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,150.45.191.203,2252,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,123.38.184.176,2258,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,215.25.205.140,2259,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,157.104.249.250,2260,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,235.77.72.25,2261,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,90.97.171.143,2247,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,189.132.228.112,2262,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,164.15.8.70,2242,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
d6:00:17:a0:88:2d,ae:22:d8:19:1a:1b,145.249.175.128,2244,10.0.0.2,80,6,0.000000,1,1,0,54,54,0,0.000000,s,0.000000
