eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.2
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,31716,19169,12547,20067932,1158496,18909436,3171.6,2006793.2,632.738428553,16.3224007679,5
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,17,-1,8,4,4,736,304,432,0.8,73.6,92.0,1.42105263158,2
00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,88,40,48,15074,4038,11036,8.8,1507.4,171.295454545,2.73303615651,20
00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,2
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,57,31,26,3609,1935,1674,5.7,360.9,63.3157894737,0.86511627907,24
18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,55,33,22,3910,2340,1570,5.5,391.0,71.0909090909,0.67094017094,16
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,2,1,1,206,87,119,0.2,20.6,103.0,1.36781609195,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,8,4,4,868,292,576,0.8,86.8,108.5,1.97260273973,2
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,250,123,127,33066,18908,14158,25.0,3306.6,132.264,0.748783583668,5.0
