eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,4,2,2,265,120,145,0.4,26.5,66.25,1.20833333333,1
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,1.0
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,4,2,2,252,120,132,0.4,25.2,63.0,1.1,2
00:c1:b1:14:eb:31,00:25:00:a8:c4:60,6,-1,4,2,2,301,169,132,0.4,30.1,75.25,0.781065088757,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,136,68,68,8541,4120,4421,13.6,854.1,62.8014705882,1.07305825243,65
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,178,111,67,61687,22540,39147,17.8,6168.7,346.556179775,1.73677905945,14
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,9,4,5,595,240,355,0.9,59.5,66.1111111111,1.47916666667,3
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,6,2,12,5,7,826,306,520,1.2,82.6,68.8333333333,1.69934640523,3
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,2
00:23:ae:9b:8a:bf,b8:ac:6f:36:04:e3,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1.0
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,18,9,9,2713,882,1831,1.8,271.3,150.722222222,2.07596371882,9
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,139,70,69,11462,6313,5149,13.9,1146.2,82.4604316547,0.815618564866,48
b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,-1,76,38,38,9968,3298,6670,7.6,996.8,131.157894737,2.02243784112,19
b8:ac:6f:36:04:e3,00:23:ae:9b:8a:bf,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1.0
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1.0
