eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,38,19,19,2346,1140,1206,3.8,234.6,61.7368421053,1.05789473684,19
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,1.0
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,17,-1,26,11,15,21980,2448,19532,2.6,2198.0,845.384615385,7.97875816993,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,88,46,42,59915,4353,55562,8.8,5991.5,680.852272727,12.7640707558,1
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,17,-1,22,14,8,2086,1134,952,2.2,208.6,94.8181818182,0.83950617284,4
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,213,79,134,50012,13826,36186,21.3,5001.2,234.798122066,2.61724287574,37
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,6,3,3,654,273,381,0.6,65.4,109.0,1.3956043956,3
70:6e:6d:1d:bb:02,01:00:0c:cc:cc:cc,0,-1,7,7,0,3199,3199,0,0.7,319.9,457.0,0,2
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,6,2,15,10,5,1052,722,330,1.5,105.2,70.1333333333,0.457063711911,3
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,106,61,45,9747,4885,4862,10.6,974.7,91.9528301887,0.995291709314,16
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,582,222,360,487557,20971,466586,58.2,48755.7,837.726804124,22.2491059082,11
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,4,2,2,1529,731,798,0.4,152.9,382.25,1.09165526676,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,2,1,1,132,66,66,0.2,13.2,66.0,1.0,1.0
