SrcMac,DstMac,SrcAddr,Sport,DstAddr,Dport,Proto,Mean,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,Rate,State,Dur
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,36633,72.21.91.29,80,6,2.806067,10,6,4,3142,1278,1864,3.207336,sSE,2.806067
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,51343,169.54.221.58,443,6,4.386415,124,53,71,105957,5786,100171,28.041122,sSE,4.386415
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,51344,169.54.221.58,443,6,1.680669,77,40,37,54823,5629,49194,45.220089,sSE,1.680669
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,38794,169.54.221.59,443,6,3.876485,111,57,54,79314,5429,73885,28.376221,sSEfF,3.876485
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,38795,169.54.221.59,443,6,3.877409,53,30,23,30435,4163,26272,13.411017,sSEfF,3.877409
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,38796,169.54.221.59,443,6,3.873351,55,32,23,31007,3366,27641,13.941417,sSEfF,3.873351
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,38797,169.54.221.59,443,6,4.771313,697,345,352,553111,29337,523774,145.871796,sSE,4.771313
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,192.168.10.14,51648,52.48.126.66,80,6,0.259182,6,3,3,366,180,186,19.291462,sSEfF,0.259182
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,192.168.10.12,59422,92.45.106.142,80,6,0.148070,2,1,1,120,60,60,6.753563,sSE,0.148070
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,192.168.10.12,59424,92.45.106.142,80,6,0.149861,2,1,1,120,60,60,6.672851,sSE,0.149861
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,192.168.10.51,47710,192.168.10.3,53,17,0.093689,4,2,2,474,144,330,32.020836,CON,0.093689
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,192.168.10.3,60571,192.168.10.1,53,17,0.093245,2,1,1,259,83,176,10.724436,CON,0.093245
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,192.168.10.14,51739,52.40.24.51,443,6,0.082752,2,1,1,120,60,60,12.084301,sSE,0.082752
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,54766,172.217.11.8,443,6,0.948040,36,16,20,24754,1988,22766,36.918274,sSE,0.948040
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,192.168.10.51,40653,192.168.10.3,53,17,0.050249,4,2,2,328,148,180,59.702682,CON,0.050249
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,192.168.10.3,61893,192.168.10.1,53,17,0.049913,2,1,1,186,85,101,20.034861,CON,0.049913
