eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
70:6e:6d:1d:bb:0a,01:00:0c:cc:cc:cc,0,-1,3,3,0,1374,1374,0,0.3,137.4,458.0,0,1
18:66:da:9b:e3:7d,00:23:ae:9b:ad:b3,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,29143,17504,11639,18599345,1058554,17540791,2914.3,1859934.5,638.209690149,16.5705207292,7
b8:ac:6f:1d:1f:6c,00:19:b9:0a:69:f1,6,2,76,36,40,13562,4660,8902,7.6,1356.2,178.447368421,1.91030042918,1
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,2
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,20,11,9,1306,735,571,2.0,130.6,65.3,0.776870748299,4
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,28,13,15,1842,858,984,2.8,184.2,65.7857142857,1.14685314685,13
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,44,19,25,8409,2467,5942,4.4,840.9,191.113636364,2.40859343332,1
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.2
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,17,-1,16,8,8,2712,830,1882,1.6,271.2,169.5,2.26746987952,4
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,122,65,57,10928,4985,5943,12.2,1092.8,89.5737704918,1.19217652959,20
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,6,3,3,1054,328,726,0.6,105.4,175.666666667,2.21341463415,3
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,14,7,7,852,426,426,1.4,85.2,60.8571428571,1.0,7
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,16,8,8,1736,584,1152,1.6,173.6,108.5,1.97260273973,4
b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,17,-1,4,2,2,436,148,288,0.4,43.6,109.0,1.94594594595,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,148,72,76,23472,12148,11324,14.8,2347.2,158.594594595,0.932169904511,5.0
