eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:0b:a8,ff:ff:ff:ff:ff:ff,2054,-1,28,26,2,1680,1560,120,2.8,168.0,60.0,0.0769230769231,1
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,-1,18,9,9,1188,594,594,1.8,118.8,66.0,1.0,9
b8:ac:6f:36:0b:a8,00:19:b9:0a:69:f1,6,2,164,82,82,23554,10700,12854,16.4,2355.4,143.62195122,1.20130841121,3
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,32804,20043,12761,20444957,1212894,19232063,3280.4,2044495.7,623.245854164,15.8563427637,6
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,20,10,10,1312,600,712,2.0,131.2,65.6,1.18666666667,6
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.0588235294118
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,8,4,4,720,360,360,0.8,72.0,90.0,1.0,4
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,6,-1,16,8,8,1236,756,480,1.6,123.6,77.25,0.634920634921,2
00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,6,-1,24,16,8,6360,4280,2080,2.4,636.0,265.0,0.485981308411,2
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,20,11,9,2792,1878,914,2.0,279.2,139.6,0.486687965921,3
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,43,21,22,9280,2808,6472,4.3,928.0,215.813953488,2.30484330484,2
18:66:da:9b:e3:7d,00:25:00:a8:c4:60,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,190,85,105,27128,13306,13822,19.0,2712.8,142.778947368,1.03877949797,17.0
