eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,-1,12,6,6,776,360,416,1.2,77.6,64.6666666667,1.15555555556,2
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,11,6,5,764,400,364,1.1,76.4,69.4545454545,0.91,5
00:23:ae:9b:8a:bf,00:19:b9:0a:69:f1,6,2,88,44,44,15202,5648,9554,8.8,1520.2,172.75,1.69157223796,1
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,12,6,6,1040,520,520,1.2,104.0,86.6666666667,1.0,3
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,83,45,38,9080,5541,3539,8.3,908.0,109.397590361,0.638693376647,25
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,-1,27508,16205,11303,18010715,988684,17022031,2750.8,1801071.5,654.744619747,17.2168569533,4
00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,6,-1,2,1,1,126,66,60,0.2,12.6,63.0,0.909090909091,0.0588235294118
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:25:00:a8:c4:60,18:66:da:9b:e3:7d,6,-1,8,4,4,788,548,240,0.8,78.8,98.5,0.43795620438,2
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,6,3,3,396,198,198,0.6,39.6,66.0,1.0,3
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,-1,50,27,23,3618,1955,1663,5.0,361.8,72.36,0.850639386189,17
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,-1,230,125,105,16214,9098,7116,23.0,1621.4,70.4956521739,0.78214992306,38
70:6e:6d:1d:bb:0a,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,-1,38,19,19,2376,1140,1236,3.8,237.6,62.5263157895,1.08421052632,17.0
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,12,6,6,750,360,390,1.2,75.0,62.5,1.08333333333,6
