eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,44,22,22,2712,1320,1392,4.4,271.2,61.6363636364,1.05454545455,20
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.5
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,17,-1,4,2,2,295,130,165,0.4,29.5,73.75,1.26923076923,2
70:6e:6d:1d:bb:0d,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
00:23:ae:9b:ad:b3,ff:ff:ff:ff:ff:ff,2054,-1,27,26,1,1620,1560,60,2.7,162.0,60.0,0.0384615384615,1
18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1.0
00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,6,2,98,62,36,28874,15766,13108,9.8,2887.4,294.632653061,0.831409361918,2
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,22,11,11,1980,990,990,2.2,198.0,90.0,1.0,4
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,10049,6232,3817,6088179,391080,5697099,1004.9,608817.9,605.84923873,14.5676050936,32
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,1809,896,913,1426290,55822,1370468,180.9,142629.0,788.441127695,24.5506789438,5
70:6e:6d:1d:bb:02,01:00:0c:cc:cc:cc,0,-1,5,5,0,2285,2285,0,0.5,228.5,457.0,0,1
00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,6,2,4,2,2,252,120,132,0.4,25.2,63.0,1.1,1
b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1.0
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,8,4,4,1009,375,634,0.8,100.9,126.125,1.69066666667,4
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,9,4,5,1660,264,1396,0.9,166.0,184.444444444,5.28787878788,3
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,8,4,4,760,304,456,0.8,76.0,95.0,1.5,2
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,17,-1,6,4,2,626,320,306,0.6,62.6,104.333333333,0.95625,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,35,17,18,5333,3672,1661,3.5,533.3,152.371428571,0.45234204793,2.0
