eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,30,17,13,7714,5027,2687,3.0,771.4,257.133333333,0.534513626417,7
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
70:6e:6d:1d:bb:06,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,30,19,11,2306,1461,845,3.0,230.6,76.8666666667,0.578370978782,5
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,18,9,9,1134,540,594,1.8,113.4,63.0,1.1,9
00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,6,-1,12,6,6,984,624,360,1.2,98.4,82.0,0.576923076923,2
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,2
00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,26,13,13,1596,780,816,2.6,159.6,61.3846153846,1.04615384615,13
00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,6,-1,2,1,1,126,66,60,0.2,12.6,63.0,0.909090909091,1
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,72,36,36,4752,2376,2376,7.2,475.2,66.0,1.0,36
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,45,24,21,17169,3833,13336,4.5,1716.9,381.533333333,3.47925906601,4
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,6,3,3,540,270,270,0.6,54.0,90.0,1.0,3
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,93,48,45,6183,3200,2983,9.3,618.3,66.4838709677,0.9321875,41
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,8,4,4,1252,431,821,0.8,125.2,156.5,1.90487238979,4
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,30,13,17,4062,1827,2235,3.0,406.2,135.4,1.22331691297,10
b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,17,-1,20,10,10,2940,952,1988,2.0,294.0,147.0,2.08823529412,5
