SrcMac,DstMac,SrcAddr,Sport,DstAddr,Dport,Proto,Mean,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,Rate,State,Dur
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,38116,54.183.219.110,443,6,4.606953,8,3,5,3069,198,2871,1.519442,sSE,4.606953
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,192.168.10.17,39823,173.194.206.108,465,6,4.079870,47,22,25,9015,2843,6172,11.274868,sSEfFR,4.079870
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,192.168.10.25,49280,185.165.123.22,443,6,4.432622,323,137,186,265787,12874,252913,72.643234,sSE,4.432622
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,192.168.10.25,49289,93.158.134.119,443,6,3.626119,45,23,22,25761,5430,20331,12.134186,sSE,3.626119
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,192.168.10.25,49295,131.117.217.70,443,6,4.087484,369,196,173,265999,13756,252243,90.030937,sSE,4.087484
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,192.168.10.25,49296,131.117.217.70,443,6,4.358398,433,232,201,311686,15309,296377,99.118988,sSE,4.358398
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,192.168.10.25,49299,131.117.217.70,443,6,4.908228,298,170,128,198838,11935,186903,60.510639,sSE,4.908228
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,192.168.10.25,49300,172.217.3.98,443,6,4.191653,96,35,61,81945,5638,76307,22.664091,sSE,4.191653
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,192.168.10.25,49301,131.117.217.70,443,6,3.649901,320,148,172,264688,11531,253157,87.399635,sSE,3.649901
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,192.168.10.25,49306,172.217.12.161,443,6,3.247711,38,21,17,20651,2640,18011,11.392639,sSE,3.247711
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,192.168.10.25,49307,81.19.89.20,443,6,2.077859,20,12,8,7332,2630,4702,9.144028,sSE,2.077859
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,48114,172.217.10.226,443,6,2.256657,21,9,12,2345,1193,1152,8.862668,E,2.256657
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,192.168.10.25,49309,172.217.10.36,443,6,2.804618,22,13,9,8018,3093,4925,7.487651,sSE,2.804618
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,192.168.10.25,49310,217.69.133.145,443,6,4.571723,20,12,8,6975,2453,4522,4.155982,sSE,4.571723
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,50354,52.15.239.205,443,6,0.044297,2,2,0,644,644,0,22.574892,E,0.044297
00:25:00:a8:c4:60,18:66:da:9b:e3:7d,192.168.10.25,53378,192.168.10.3,53,17,0.031192,4,2,2,480,160,320,96.178513,CON,0.031192
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,192.168.10.3,61943,192.168.10.1,53,17,0.030653,2,1,1,262,91,171,32.623234,CON,0.030653
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,192.168.10.16,2662,192.168.10.3,53,17,0.000369,4,2,2,812,150,662,8130.081543,CON,0.000369
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,192.168.10.16,7004,192.168.10.3,53,17,0.000367,4,2,2,356,150,206,8174.386719,CON,0.000367
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,41426,172.217.12.99,443,6,0.149655,9,4,5,940,492,448,53.456284,E,0.149655
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,192.168.10.25,49314,104.19.196.102,443,6,0.079527,22,13,9,6880,1600,5280,264.061279,sSE,0.079527
