eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,6,3,3,378,180,198,0.6,37.8,63.0,1.1,3
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.25
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
18:66:da:9b:e3:7d,00:19:b9:0a:69:f1,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1.0
00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1.0
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,72,40,32,4995,2804,2191,7.2,499.5,69.375,0.781383737518,14
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,4,2,2,264,132,132,0.4,26.4,66.0,1.0,2
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,38,21,17,2734,1468,1266,3.8,273.4,71.9473684211,0.862397820163,13
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:23:ae:9b:95:67,18:66:da:9b:e3:7d,17,-1,76,38,38,11376,3810,7566,7.6,1137.6,149.684210526,1.98582677165,19
00:23:ae:9b:95:67,18:66:da:9b:e3:7d,6,2,44,26,18,9040,4242,4798,4.4,904.0,205.454545455,1.13107024988,2
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,2,1,1,132,66,66,0.2,13.2,66.0,1.0,1
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,16,8,8,1736,584,1152,1.6,173.6,108.5,1.97260273973,4
b8:ac:6f:36:04:e3,00:19:b9:0a:69:f1,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:23:ae:9b:95:67,18:66:da:9b:e3:7d,6,-1,12,8,4,3646,2078,1568,1.2,364.6,303.833333333,0.754571703561,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,267,128,139,33077,18524,14553,26.7,3307.7,123.883895131,0.785629453682,4.0
