eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,17,-1,84,42,42,9680,3392,6288,8.4,968.0,115.238095238,1.85377358491,21
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,17,-1,8,4,4,848,320,528,0.8,84.8,106.0,1.65,2
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,3,2,1,192,126,66,0.3,19.2,64.0,0.52380952381,1
18:66:da:9b:e3:7d,b8:ac:6f:36:0a:8b,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,971,536,435,618168,80850,537318,97.1,61816.8,636.630278064,6.64586270872,18
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,-1,28,14,14,1848,924,924,2.8,184.8,66.0,1.0,12
70:6e:6d:1d:bb:03,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,6,3,3,391,180,211,0.6,39.1,65.1666666667,1.17222222222,2
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,32,16,16,3799,1498,2301,3.2,379.9,118.71875,1.53604806409,16
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,7,4,3,1707,850,857,0.7,170.7,243.857142857,1.00823529412,2
b8:ac:6f:36:04:e3,00:19:b9:0a:69:f1,6,2,72,34,38,9895,6917,2978,7.2,989.5,137.430555556,0.430533468267,2
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,160,75,85,21059,9647,11412,16.0,2105.9,131.61875,1.18295843267,14.0
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,31468,19131,12337,19750271,1153834,18596437,3146.8,1975027.1,627.630322868,16.1170818333,6
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,6,-1,6,4,2,360,240,120,0.6,36.0,60.0,0.5,1
00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,1
b8:ac:6f:36:08:f5,ff:ff:ff:ff:ff:ff,2054,-1,27,26,1,1620,1560,60,2.7,162.0,60.0,0.0384615384615,1
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,14,7,7,1172,552,620,1.4,117.2,83.7142857143,1.1231884058,3
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,9,4,5,625,264,361,0.9,62.5,69.4444444444,1.36742424242,2
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.0714285714286
