eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:0a:8b,ff:ff:ff:ff:ff:ff,2054,-1,152,152,0,9120,9120,0,15.2,912.0,60.0,0,1
b8:ac:6f:36:0a:8b,01:00:5e:7f:ff:fa,17,-1,102,102,0,22032,22032,0,10.2,2203.2,216.0,0,1
00:23:ae:9b:ad:b3,00:19:b9:0a:69:f1,2054,-1,38,38,0,2280,2280,0,3.8,228.0,60.0,0,1
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,1
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,4,2,2,252,120,132,0.4,25.2,63.0,1.1,2
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,34,17,17,2112,1020,1092,3.4,211.2,62.1176470588,1.07058823529,15
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,59,27,32,9813,3191,6622,5.9,981.3,166.322033898,2.07521153243,9
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,28,14,14,1855,840,1015,2.8,185.5,66.25,1.20833333333,7
70:6e:6d:1d:bb:11,01:00:0c:cc:cc:cc,0,-1,2,2,0,916,916,0,0.2,91.6,458.0,0,1
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,4,2,2,252,120,132,0.4,25.2,63.0,1.1,2
00:23:ae:9b:ad:b3,00:19:b9:0a:69:f1,6,2,38,38,0,2812,2812,0,3.8,281.2,74.0,0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,4,2,2,252,120,132,0.4,25.2,63.0,1.1,2
