eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:0a:8b,01:00:5e:7f:ff:fa,17,-1,104,104,0,22464,22464,0,10.4,2246.4,216.0,0,1
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,16,8,8,1008,480,528,1.6,100.8,63.0,1.1,8
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,-1,15000,8960,6040,9644864,549199,9095665,1500.0,964486.4,642.990933333,16.5616925741,1
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,2
00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,26,13,13,1596,780,816,2.6,159.6,61.3846153846,1.04615384615,13
00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,6,-1,4,3,1,672,612,60,0.4,67.2,168.0,0.0980392156863,0.5
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,70,35,35,4620,2310,2310,7.0,462.0,66.0,1.0,35
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,17,-1,8,4,4,852,314,538,0.8,85.2,106.5,1.71337579618,2
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,9,6,3,780,480,300,0.9,78.0,86.6666666667,0.625,3
70:6e:6d:1d:bb:04,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,2,1,1,266,85,181,0.2,26.6,133.0,2.12941176471,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,137,66,71,9069,4388,4681,13.7,906.9,66.197080292,1.06677301732,54
70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,7,3,4,457,180,277,0.7,45.7,65.2857142857,1.53888888889,3
00:23:ae:9b:95:67,ff:ff:ff:ff:ff:ff,17,-1,26,26,0,7202,7202,0,2.6,720.2,277.0,0,1
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,-1,6,4,2,520,320,200,0.6,52.0,86.6666666667,0.625,2.0
