eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.25
70:6e:6d:1d:bb:06,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,30943,18461,12482,19931755,1114214,18817541,3094.3,1993175.5,644.144232944,16.8886237294,6
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,11,7,4,845,525,320,1.1,84.5,76.8181818182,0.609523809524,3
b8:ac:6f:36:04:e3,00:23:ae:9b:8a:bf,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,22,11,11,1452,726,726,2.2,145.2,66.0,1.0,11
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,17,-1,3,3,0,276,276,0,0.3,27.6,92.0,0,1
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,17,-1,72,36,36,8330,2904,5426,7.2,833.0,115.694444444,1.86845730028,18
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,3931,2132,1799,2676129,155680,2520449,393.1,267612.9,680.775629611,16.189934481,32
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,35,18,17,2419,1215,1204,3.5,241.9,69.1142857143,0.990946502058,10
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,24,12,12,3099,1095,2004,2.4,309.9,129.125,1.8301369863,12
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,4,2,2,1529,731,798,0.4,152.9,382.25,1.09165526676,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,20,11,9,1673,945,728,2.0,167.3,83.65,0.77037037037,4.0
