eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,16,8,8,1938,616,1322,1.6,193.8,121.125,2.1461038961,4
18:66:da:9b:e3:7d,00:23:ae:9b:ad:b3,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,29536,17683,11853,18931049,1073093,17857956,2953.6,1893104.9,640.948300379,16.6415734703,6
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,6,3,3,540,270,270,0.6,54.0,90.0,1.0,3
b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,17,-1,64,32,32,7510,2732,4778,6.4,751.0,117.34375,1.74890190337,16
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,273,149,124,68538,21072,47466,27.3,6853.8,251.054945055,2.25256264237,33
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,20,10,10,2797,957,1840,2.0,279.7,139.85,1.92267502612,10
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.047619047619
18:66:da:9b:e3:7d,00:23:ae:9b:8a:bf,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,6,3,3,540,270,270,0.6,54.0,90.0,1.0,3
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,157,90,67,18095,9129,8966,15.7,1809.5,115.25477707,0.982144813233,19
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,-1,22,11,11,1452,726,726,2.2,145.2,66.0,1.0,11
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,59,35,24,3815,2100,1715,5.9,381.5,64.6610169492,0.816666666667,12
70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,191,94,97,27186,14582,12604,19.1,2718.6,142.335078534,0.864353312303,21.0
