eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,28,14,14,3886,1094,2792,2.8,388.6,138.785714286,2.5521023766,7
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,2
b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,17,-1,8,4,4,1076,440,636,0.8,107.6,134.5,1.44545454545,2
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,48,21,27,8661,2587,6074,4.8,866.1,180.4375,2.34789331272,3
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,8,4,4,528,264,264,0.8,52.8,66.0,1.0,4
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,18,9,9,1188,594,594,1.8,118.8,66.0,1.0,9
70:6e:6d:1d:bb:02,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.333333333333
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,12,6,6,2120,644,1476,1.2,212.0,176.666666667,2.29192546584,6
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,69,38,31,9791,4089,5702,6.9,979.1,141.898550725,1.39447297628,7
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,4,2,2,246,120,126,0.4,24.6,61.5,1.05,2
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,32,15,17,3929,2329,1600,3.2,392.9,122.78125,0.686990124517,3.0
