eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,-1,233,135,98,17203,9925,7278,23.3,1720.3,73.8326180258,0.733299748111,42
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,31896,19405,12491,20000935,1170886,18830049,3189.6,2000093.5,627.067187108,16.0818807296,6
00:23:ae:9b:ad:b3,01:00:5e:00:00:fb,17,-1,26,26,0,2262,2262,0,2.6,226.2,87.0,0,1
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,17,-1,4,2,2,368,152,216,0.4,36.8,92.0,1.42105263158,1
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,1,1,0,90,90,0,0.1,9.0,90.0,0,1
b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,17,-1,12,6,6,1284,660,624,1.2,128.4,107.0,0.945454545455,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,43,21,22,4296,2364,1932,4.3,429.6,99.9069767442,0.817258883249,18
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.0833333333333
b8:ac:6f:36:08:f5,01:00:5e:7f:ff:fa,17,-1,78,78,0,7176,7176,0,7.8,717.6,92.0,0,1
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,17,-1,40,20,20,4842,1740,3102,4.0,484.2,121.05,1.78275862069,10
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,43,26,17,9117,3788,5329,4.3,911.7,212.023255814,1.40681098205,4
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,14,7,7,1921,684,1237,1.4,192.1,137.214285714,1.80847953216,7
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,27,16,11,1932,1082,850,2.7,193.2,71.5555555556,0.785582255083,5
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,8,4,4,868,292,576,0.8,86.8,108.5,1.97260273973,2
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,6,3,3,1647,790,857,0.6,164.7,274.5,1.08481012658,2
00:23:ae:9b:ad:b3,33:33:00:00:00:fb,17,-1,26,26,0,2782,2782,0,2.6,278.2,107.0,0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,271,132,139,40172,22845,17327,27.1,4017.2,148.236162362,0.75845918144,12.0
