eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,6,-1,8,5,3,992,772,220,0.8,99.2,124.0,0.284974093264,0.1
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,17,-1,8,4,4,852,314,538,0.8,85.2,106.5,1.71337579618,2
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,11,6,5,900,480,420,1.1,90.0,81.8181818182,0.875,3
70:6e:6d:1d:bb:04,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,-1,30,15,15,1896,948,948,3.0,189.6,63.2,1.0,15
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,8,4,4,852,314,538,0.8,85.2,106.5,1.71337579618,2
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,-1,28743,17187,11556,18464659,1045595,17419064,2874.3,1846465.9,642.40542045,16.659475227,3
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,18,9,9,2440,857,1583,1.8,244.0,135.555555556,1.8471411902,9
00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,27,12,15,3003,1331,1672,2.7,300.3,111.222222222,1.25619834711,10
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,-1,4,2,2,252,120,132,0.4,25.2,63.0,1.1,2
00:23:ae:9b:95:67,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,2
70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,17,-1,64,32,32,7932,2696,5236,6.4,793.2,123.9375,1.94213649852,16
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,-1,52,27,25,3506,1740,1766,5.2,350.6,67.4230769231,1.01494252874,10.0
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,19,10,9,1239,650,589,1.9,123.9,65.2105263158,0.906153846154,4
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,16,8,8,996,480,516,1.6,99.6,62.25,1.075,7
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,92,50,42,27083,5616,21467,9.2,2708.3,294.380434783,3.82247150997,8
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,10,5,5,660,330,330,1.0,66.0,66.0,1.0,5
