eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,6,-1,2,1,1,126,66,60,0.2,12.6,63.0,0.909090909091,1
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,10,5,5,643,300,343,1.0,64.3,64.3,1.14333333333,3
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,-1,3,2,1,290,178,112,0.3,29.0,96.6666666667,0.629213483146,1
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,8,4,4,1022,328,694,0.8,102.2,127.75,2.11585365854,2
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,-1,43,27,16,3246,2080,1166,4.3,324.6,75.488372093,0.560576923077,7
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,68,33,35,4621,2183,2438,6.8,462.1,67.9558823529,1.11681172698,31
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,10,5,5,1291,463,828,1.0,129.1,129.1,1.78833693305,5
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,182,89,93,24007,17010,6997,18.2,2400.7,131.906593407,0.411346266902,17
70:6e:6d:1d:bb:07,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,6,3,3,540,270,270,0.6,54.0,90.0,1.0,3
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,131,67,64,39123,15449,23674,13.1,3912.3,298.648854962,1.53239691889,15
f2:7c:79:5f:7d:18,33:33:00:00:00:02,58,-1,2,2,0,140,140,0,0.2,14.0,70.0,0,1
70:6e:6d:1d:bb:09,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,17,-1,3889,1364,2525,3590309,164941,3425368,388.9,359030.9,923.195937259,20.7672319193,2
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,177,111,66,14325,9029,5296,17.7,1432.5,80.9322033898,0.586554435707,19
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,17,-1,18,12,6,1854,948,906,1.8,185.4,103.0,0.955696202532,3
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,38,18,20,2412,1140,1272,3.8,241.2,63.4736842105,1.11578947368,17
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,123,72,51,18063,6750,11313,12.3,1806.3,146.853658537,1.676,18
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,81,41,40,6095,2942,3153,8.1,609.5,75.2469135802,1.07171991842,21
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,14,7,7,1260,630,630,1.4,126.0,90.0,1.0,7
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,32,16,16,2112,1056,1056,3.2,211.2,66.0,1.0,16
70:6e:6d:1d:bb:0a,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
