eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,24,12,12,3084,882,2202,2.4,308.4,128.5,2.49659863946,6
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,18,10,8,2246,840,1406,1.8,224.6,124.777777778,1.67380952381,4
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,41,23,18,17813,5508,12305,4.1,1781.3,434.463414634,2.23402323893,4
70:6e:6d:1d:bb:03,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,17,-1,96,50,46,10894,4200,6694,9.6,1089.4,113.479166667,1.59380952381,22
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,2215,1258,957,1252460,96873,1155587,221.5,125246.0,565.44469526,11.9288862738,33
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,32,16,16,4199,1587,2612,3.2,419.9,131.21875,1.64587271582,16
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,72,36,36,4470,2160,2310,7.2,447.0,62.0833333333,1.06944444444,34
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,1.0
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
70:6e:6d:1d:bb:07,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,72,40,32,25548,7247,18301,7.2,2554.8,354.833333333,2.52532082241,8
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,28,15,13,1960,1040,920,2.8,196.0,70.0,0.884615384615,7
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,2,1,1,132,66,66,0.2,13.2,66.0,1.0,1.0
