eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,17,-1,48,24,24,6658,1942,4716,4.8,665.8,138.708333333,2.42842430484,12
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,6,2,422,162,260,288738,21617,267121,42.2,28873.8,684.213270142,12.3569875561,4
b8:ac:6f:36:04:e3,00:25:00:a8:c4:60,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,8,4,4,560,280,280,0.8,56.0,70.0,1.0,2
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,-1,3,2,1,290,178,112,0.3,29.0,96.6666666667,0.629213483146,1
00:25:00:a8:c4:60,18:66:da:9b:e3:7d,6,2,58,40,18,13540,8376,5164,5.8,1354.0,233.448275862,0.616523400191,2
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,30,15,15,1866,900,966,3.0,186.6,62.2,1.07333333333,15
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,26,13,13,3489,1164,2325,2.6,348.9,134.192307692,1.99742268041,13
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,11,5,6,1289,832,457,1.1,128.9,117.181818182,0.549278846154,3
70:6e:6d:1d:bb:07,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,6,2,22,12,10,8019,3230,4789,2.2,801.9,364.5,1.4826625387,1
00:25:00:a8:c4:60,18:66:da:9b:e3:7d,17,-1,4,2,2,488,148,340,0.4,48.8,122.0,2.2972972973,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,30,15,15,3084,1110,1974,3.0,308.4,102.8,1.77837837838,9
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,5,2,3,331,120,211,0.5,33.1,66.2,1.75833333333,2
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,-1,19,11,8,6227,3800,2427,1.9,622.7,327.736842105,0.638684210526,1
b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,17,-1,4,2,2,436,148,288,0.4,43.6,109.0,1.94594594595,1
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,4,2,2,252,120,132,0.4,25.2,63.0,1.1,2
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,17,-1,4,2,2,470,172,298,0.4,47.0,117.5,1.73255813953,1
00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,17,-1,68,38,30,7028,2878,4150,6.8,702.8,103.352941176,1.44197359277,17
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,93,57,36,6330,3822,2508,9.3,633.0,68.064516129,0.656200941915,21
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,585,327,258,198631,46917,151714,58.5,19863.1,339.54017094,3.23366796684,49
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,44,19,25,8425,2483,5942,4.4,842.5,191.477272727,2.39307289569,1
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
