eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
00:23:ae:9b:8a:bf,01:00:5e:00:00:fb,17,-1,26,26,0,4160,4160,0,2.6,416.0,160.0,0,1
00:23:ae:9b:95:67,33:33:00:00:00:fb,17,-1,26,26,0,2782,2782,0,2.6,278.2,107.0,0,1
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,8,4,4,868,292,576,0.8,86.8,108.5,1.97260273973,2
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,17,-1,15,7,8,9149,4393,4756,1.5,914.9,609.933333333,1.08263145914,1
00:23:ae:9b:8a:bf,33:33:00:00:00:fb,17,-1,26,26,0,4680,4680,0,2.6,468.0,180.0,0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,43,22,21,2726,1360,1366,4.3,272.6,63.3953488372,1.00441176471,21
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,89,50,39,48719,5158,43561,8.9,4871.9,547.404494382,8.44532764637,6
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.2
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,2
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,13,7,6,964,506,458,1.3,96.4,74.1538461538,0.905138339921,5
00:23:ae:9b:95:67,01:00:5e:00:00:fb,17,-1,26,26,0,2262,2262,0,2.6,226.2,87.0,0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,10,6,4,660,396,264,1.0,66.0,66.0,0.666666666667,2
70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,4,2,2,264,132,132,0.4,26.4,66.0,1.0,2
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,4,2,2,1525,729,796,0.4,152.5,381.25,1.09190672154,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,314,154,160,41610,23763,17847,31.4,4161.0,132.515923567,0.75104153516,5.0
