SrcMac,DstMac,SrcAddr,Sport,DstAddr,Dport,Proto,Mean,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,Rate,State,Dur
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.71,33233,172.28.4.7,80,6,4.865185,4,4,0,240,240,0,0.616626,s,4.865185
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.72,38812,172.28.4.7,80,6,4.802847,4,4,0,240,240,0,0.624630,s,4.802847
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.71,12149,172.28.4.7,80,6,4.815192,4,4,0,240,240,0,0.623028,s,4.815192
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.73,12149,172.28.4.7,80,6,4.668943,4,4,0,240,240,0,0.642544,s,4.668943
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.71,6869,172.28.4.7,80,6,4.852515,4,4,0,240,240,0,0.618236,s,4.852515
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.73,6869,172.28.4.7,80,6,4.704391,4,4,0,240,240,0,0.637702,s,4.704391
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.72,33233,172.28.4.7,80,6,4.726401,4,4,0,240,240,0,0.634732,s,4.726401
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.72,12149,172.28.4.7,80,6,4.676756,4,4,0,240,240,0,0.641470,s,4.676756
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.73,32818,172.28.4.7,80,6,4.837168,4,4,0,240,240,0,0.620198,s,4.837168
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.73,51796,172.28.4.7,80,6,4.445302,4,4,0,240,240,0,0.674870,s,4.445302
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.71,32818,172.28.4.7,80,6,4.977695,4,4,0,240,240,0,0.602689,s,4.977695
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.71,51796,172.28.4.7,80,6,4.568382,4,4,0,240,240,0,0.656688,s,4.568382
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.73,51510,172.28.4.7,80,6,4.219084,4,4,0,240,240,0,0.711055,s,4.219084
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.72,6869,172.28.4.7,80,6,4.703757,4,4,0,240,240,0,0.637788,s,4.703757
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.71,51510,172.28.4.7,80,6,4.323470,4,4,0,240,240,0,0.693887,s,4.323470
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.71,43311,172.28.4.7,80,6,4.236938,6,6,0,360,360,0,1.180097,s,4.236938
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.72,10326,172.28.4.7,80,6,3.980894,4,4,0,240,240,0,0.753600,s,3.980894
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.71,36092,172.28.4.7,80,6,4.747194,4,4,0,240,240,0,0.631952,s,4.747194
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.73,36092,172.28.4.7,80,6,4.612074,4,4,0,240,240,0,0.650467,s,4.612074
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.72,32818,172.28.4.7,80,6,4.820215,4,4,0,240,240,0,0.622379,s,4.820215
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.72,51796,172.28.4.7,80,6,4.431182,4,4,0,240,240,0,0.677020,s,4.431182
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.72,51510,172.28.4.7,80,6,4.135640,4,4,0,240,240,0,0.725402,s,4.135640
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.72,43311,172.28.4.7,80,6,4.059590,6,6,0,360,360,0,1.231652,s,4.059590
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.71,39963,172.28.4.7,80,6,4.424939,4,4,0,240,240,0,0.677975,s,4.424939
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.73,39963,172.28.4.7,80,6,4.246501,4,4,0,240,240,0,0.706464,s,4.246501
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.72,36092,172.28.4.7,80,6,4.543269,4,4,0,240,240,0,0.660317,s,4.543269
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.72,39963,172.28.4.7,80,6,4.281412,4,4,0,240,240,0,0.700703,s,4.281412
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.73,30398,172.28.4.7,80,6,4.699551,4,4,0,240,240,0,0.638359,s,4.699551
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.71,30398,172.28.4.7,80,6,4.755385,4,4,0,240,240,0,0.630864,s,4.755385
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.73,13064,172.28.4.7,80,6,3.942977,4,4,0,240,240,0,0.760846,s,3.942977
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.73,31396,172.28.4.7,80,6,3.407540,4,4,0,240,240,0,0.880400,s,3.407540
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.71,13064,172.28.4.7,80,6,4.001309,4,4,0,240,240,0,0.749755,s,4.001309
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.73,28205,172.28.4.7,80,6,4.948362,4,4,0,240,240,0,0.606261,s,4.948362
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.72,5223,172.28.4.7,80,6,3.256598,4,4,0,240,240,0,0.921207,s,3.256598
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.71,31396,172.28.4.7,80,6,3.531183,4,4,0,240,240,0,0.849574,s,3.531183
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.71,28205,172.28.4.7,80,6,5.012405,4,4,0,240,240,0,0.598515,s,5.012405
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.72,40542,172.28.4.7,80,6,2.962448,4,4,0,240,240,0,1.012676,s,2.962448
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.71,29317,172.28.4.7,80,6,3.063680,4,4,0,240,240,0,0.979215,s,3.063680
00:13:80:5c:32:c0,00:21:56:ef:bc:00,19.202.221.73,29317,172.28.4.7,80,6,2.935698,4,4,0,240,240,0,1.021904,s,2.935698
