eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.166666666667
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,8,4,4,517,240,277,0.8,51.7,64.625,1.15416666667,3
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,196,96,100,12749,5967,6782,19.6,1274.9,65.0459183673,1.13658454835,61
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,24,12,12,1584,792,792,2.4,158.4,66.0,1.0,12
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,37,18,19,14621,1744,12877,3.7,1462.1,395.162162162,7.38360091743,9
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,6,2,2,1,1,132,66,66,0.2,13.2,66.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,171,87,84,18881,6677,12204,17.1,1888.1,110.415204678,1.82776696121,48
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,8,4,4,868,292,576,0.8,86.8,108.5,1.97260273973,2
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,4,2,2,1529,731,798,0.4,152.9,382.25,1.09165526676,1
70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,94,42,52,13760,6956,6804,9.4,1376.0,146.382978723,0.978148361127,6.0
