eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,12,6,6,762,360,402,1.2,76.2,63.5,1.11666666667,3
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.5
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
b8:ac:6f:36:08:f5,33:33:00:01:00:02,17,-1,26,26,0,4290,4290,0,2.6,429.0,165.0,0,1
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,4,2,2,252,120,132,0.4,25.2,63.0,1.1,2
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,105,53,52,6662,3270,3392,10.5,666.2,63.4476190476,1.0373088685,40
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,24,12,12,1584,792,792,2.4,158.4,66.0,1.0,12
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,16,8,8,1056,528,528,1.6,105.6,66.0,1.0,8
70:6e:6d:1d:bb:11,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,6,2,258,157,101,18550,10892,7658,25.8,1855.0,71.8992248062,0.703084832905,32
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,6,3,3,540,270,270,0.6,54.0,90.0,1.0,3
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,105,55,50,12357,5533,6824,10.5,1235.7,117.685714286,1.23332730887,34
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,12,6,6,1256,438,818,1.2,125.6,104.666666667,1.86757990868,3
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,4,2,2,1529,731,798,0.4,152.9,382.25,1.09165526676,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,28,12,16,3448,1919,1529,2.8,344.8,123.142857143,0.796769150599,2.0
