eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,-1,59,38,21,4441,2910,1531,5.9,444.1,75.2711864407,0.526116838488,13
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,8,4,4,1160,372,788,0.8,116.0,145.0,2.11827956989,2
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,10,5,5,630,300,330,1.0,63.0,63.0,1.1,5
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,6,-1,9,6,3,674,459,215,0.9,67.4,74.8888888889,0.468409586057,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,18,9,9,2044,1207,837,1.8,204.4,113.555555556,0.693454846727,7
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,-1,31041,18731,12310,19674005,1147077,18526928,3104.1,1967400.5,633.807061628,16.1514248825,12
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,47,23,24,12744,3244,9500,4.7,1274.4,271.14893617,2.92848335388,2
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,6,3,3,998,308,690,0.6,99.8,166.333333333,2.24025974026,3
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,97,61,36,44116,8783,35333,9.7,4411.6,454.804123711,4.02288511898,4
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,-1,59,31,28,4546,2372,2174,5.9,454.6,77.0508474576,0.91652613828,23
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,-1,54,27,27,3564,1782,1782,5.4,356.4,66.0,1.0,27
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,-1,34,17,17,2136,1020,1116,3.4,213.6,62.8235294118,1.09411764706,17
