eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,6,2,9,5,4,631,367,264,0.9,63.1,70.1111111111,0.719346049046,1
70:6e:6d:1d:bb:09,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
b8:ac:6f:36:08:f5,33:33:00:01:00:02,17,-1,26,26,0,4290,4290,0,2.6,429.0,165.0,0,1
18:66:da:9b:e3:7d,b8:ac:6f:36:04:e3,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,67,42,25,5135,3255,1880,6.7,513.5,76.6417910448,0.57757296467,7
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,16,8,8,996,498,498,1.6,99.6,62.25,1.0,8
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,37,21,16,13204,7219,5985,3.7,1320.4,356.864864865,0.82906219698,6
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,251,125,126,31799,13998,17801,25.1,3179.9,126.689243028,1.27168166881,77
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:25:00:a8:c4:60,18:66:da:9b:e3:7d,6,-1,8,4,4,788,548,240,0.8,78.8,98.5,0.43795620438,2
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,12,6,6,792,396,396,1.2,79.2,66.0,1.0,6
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,136,61,75,22956,17092,5864,13.6,2295.6,168.794117647,0.343084483969,2
b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,17,-1,4,2,2,348,174,174,0.4,34.8,87.0,1.0,1
70:6e:6d:1d:bb:07,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
