eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
18:66:da:9b:e3:7d,b8:ac:6f:36:08:f5,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,8,4,4,868,292,576,0.8,86.8,108.5,1.97260273973,2
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,458,226,232,59866,34962,24904,45.8,5986.6,130.711790393,0.712316229049,5.0
70:6e:6d:1d:bb:05,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,1,0,1,60,0,60,0.1,6.0,60.0,60,1
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,2
b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,17,-1,12,6,6,1666,524,1142,1.2,166.6,138.833333333,2.17938931298,3
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,215,109,106,32372,8666,23706,21.5,3237.2,150.56744186,2.73551811678,31
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,1374,646,728,899303,60406,838897,137.4,89930.3,654.514556041,13.8876436116,18
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,18,8,10,1160,480,680,1.8,116.0,64.4444444444,1.41666666667,8
18:66:da:9b:e3:7d,00:23:ae:9b:8a:bf,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.2
00:c1:b1:14:eb:31,00:1e:4f:d4:ca:28,6,-1,1,1,0,60,60,0,0.1,6.0,60.0,0,1
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,17,-1,4,2,2,392,146,246,0.4,39.2,98.0,1.68493150685,1
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,21,13,8,2086,1238,848,2.1,208.6,99.3333333333,0.684975767367,4
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,12,6,6,1509,549,960,1.2,150.9,125.75,1.74863387978,6
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,18,10,8,1282,692,590,1.8,128.2,71.2222222222,0.852601156069,3
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,32,15,17,2112,990,1122,3.2,211.2,66.0,1.13333333333,13
b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,-1,44,22,22,4292,1688,2604,4.4,429.2,97.5454545455,1.54265402844,11
