eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
70:6e:6d:1d:bb:0f,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,1.0
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,7,4,3,432,240,192,0.7,43.2,61.7142857143,0.8,3
b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,17,-1,8,4,4,1086,338,748,0.8,108.6,135.75,2.21301775148,2
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,184,97,87,17325,7371,9954,18.4,1732.5,94.1576086957,1.35042735043,41
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,10,5,5,660,330,330,1.0,66.0,66.0,1.0,5
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,238,119,119,30349,11256,19093,23.8,3034.9,127.516806723,1.69625088842,119
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,1004,546,458,265754,111333,154421,100.4,26575.4,264.695219124,1.38701912281,116
b8:ac:6f:36:04:e3,00:23:ae:9b:95:67,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,4,2,2,265,120,145,0.4,26.5,66.25,1.20833333333,1
70:6e:6d:1d:bb:04,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,112,58,54,16625,5334,11291,11.2,1662.5,148.4375,2.11679790026,34
b8:ac:6f:36:08:f5,ff:ff:ff:ff:ff:ff,2054,-1,28,26,2,1680,1560,120,2.8,168.0,60.0,0.0769230769231,1
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,19,9,10,1254,594,660,1.9,125.4,66.0,1.11111111111,8
b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,17,-1,780,398,382,89470,32700,56770,78.0,8947.0,114.705128205,1.73608562691,193
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,4,2,2,1529,731,798,0.4,152.9,382.25,1.09165526676,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,2,1,1,132,66,66,0.2,13.2,66.0,1.0,1.0
