eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,16,8,8,1736,584,1152,1.6,173.6,108.5,1.97260273973,4
00:1e:4f:d4:ca:28,ff:ff:ff:ff:ff:ff,2054,-1,27,26,1,1620,1560,60,2.7,162.0,60.0,0.0384615384615,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,17,-1,133,58,75,93900,20746,73154,13.3,9390.0,706.015037594,3.52617372024,4
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,13774,7907,5867,9317067,478465,8838602,1377.4,931706.7,676.424205024,18.4728287336,6
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,28,14,14,4008,1838,2170,2.8,400.8,143.142857143,1.18063112078,7
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,8,4,4,1781,851,930,0.8,178.1,222.625,1.0928319624,3
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,17,-1,28,14,14,3132,1136,1996,2.8,313.2,111.857142857,1.75704225352,7
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,17,-1,110,58,52,13192,4620,8572,11.0,1319.2,119.927272727,1.85541125541,25
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,1974,1055,919,1226019,100098,1125921,197.4,122601.9,621.083586626,11.248186777,26
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,233,127,106,117608,15574,102034,23.3,11760.8,504.755364807,6.5515602928,12
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.25
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,27,14,13,1841,926,915,2.7,184.1,68.1851851852,0.988120950324,10
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,34,17,17,4279,1608,2671,3.4,427.9,125.852941176,1.66106965174,17
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,18,10,8,1968,1249,719,1.8,196.8,109.333333333,0.575660528423,2
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,6,2,209,109,100,44830,19706,25124,20.9,4483.0,214.497607656,1.27494164214,6
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,189,82,107,136918,8430,128488,18.9,13691.8,724.433862434,15.2417556346,10
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,17,-1,16,8,8,2544,700,1844,1.6,254.4,159.0,2.63428571429,4
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,300,147,153,39565,22700,16865,30.0,3956.5,131.883333333,0.74295154185,4.0
