eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,17,-1,4,2,2,368,152,216,0.4,36.8,92.0,1.42105263158,1
00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,6,-1,2,1,1,126,66,60,0.2,12.6,63.0,0.909090909091,1
18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,4,2,2,252,120,132,0.4,25.2,63.0,1.1,2
70:6e:6d:1d:bb:04,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,5,3,2,306,180,126,0.5,30.6,61.2,0.7,2
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,8,4,4,1136,312,824,0.8,113.6,142.0,2.64102564103,2
b8:ac:6f:36:0b:a8,01:00:5e:00:00:fb,17,-1,24,24,0,1944,1944,0,2.4,194.4,81.0,0,1
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,50,26,24,3252,1675,1577,5.0,325.2,65.04,0.941492537313,16
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,4,2,2,580,179,401,0.4,58.0,145.0,2.24022346369,2
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
18:66:da:9b:e3:7d,b8:ac:6f:36:0b:a8,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,36,17,19,4802,2144,2658,3.6,480.2,133.388888889,1.23973880597,9
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1.0
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,17,-1,2,1,1,182,65,117,0.2,18.2,91.0,1.8,1
b8:ac:6f:36:0b:a8,33:33:00:00:00:fb,17,-1,24,24,0,2424,2424,0,2.4,242.4,101.0,0,1
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,6,3,3,1146,724,422,0.6,114.6,191.0,0.582872928177,2
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,17,-1,6,4,2,662,316,346,0.6,66.2,110.333333333,1.09493670886,1
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,14,7,7,900,450,450,1.4,90.0,64.2857142857,1.0,7
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,45,21,24,2793,1260,1533,4.5,279.3,62.0666666667,1.21666666667,9
18:66:da:9b:e3:7d,00:23:ae:9b:8a:bf,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1.0
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,77,47,30,5144,3164,1980,7.7,514.4,66.8051948052,0.625790139064,15
70:6e:6d:1d:bb:08,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
