SrcMac,DstMac,SrcAddr,Sport,DstAddr,Dport,Proto,Mean,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,Rate,State,Dur
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,192.168.10.15,49824,151.101.0.95,443,6,5.063225,6,5,1,505,405,100,0.987513,Ef,5.063225
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,192.168.10.15,49800,172.217.10.226,443,6,5.063508,6,5,1,505,405,100,0.987458,Ef,5.063508
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,192.168.10.5,51773,192.82.243.71,443,6,3.103167,22,10,12,10908,3773,7135,6.767280,sSE,3.103167
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,192.168.10.9,62557,172.217.10.34,443,6,2.766070,12,6,6,1213,591,622,3.976761,E,2.766070
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,36301,162.213.33.44,443,6,2.421648,22,10,12,6121,1371,4750,8.671781,sSEfF,2.421648
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,36302,162.213.33.44,443,6,1.789557,18,9,9,2456,1305,1151,9.499557,sSEfF,1.789557
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,37125,23.61.187.27,80,6,1.826516,11,7,4,3568,1334,2234,5.474904,sSE,1.826516
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,192.168.10.15,49647,13.107.4.50,80,6,5.083975,15390,9049,6341,10113372,552251,9561121,3026.962158,E,5.083975
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,192.168.10.5,56316,192.168.10.3,53,17,0.523585,6,4,2,862,316,546,9.549547,CON,0.523585
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,192.168.10.3,62523,192.168.10.1,53,17,0.522894,2,1,1,374,90,284,1.912433,CON,0.522894
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,49727,173.194.66.155,443,6,2.204256,41,23,18,24736,3964,20772,18.146711,sSE,2.204256
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,192.168.10.5,51702,151.101.0.166,443,6,1.899775,6,3,3,3516,1198,2318,2.631891,E,1.899775
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,37616,172.217.9.226,443,6,0.185446,17,9,8,8146,1292,6854,86.278488,sSE,0.185446
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,43581,23.203.114.64,443,6,1.741375,24,13,11,12711,1845,10866,13.207953,sSE,1.741375
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,42245,176.34.130.43,443,6,1.482768,19,11,8,7712,1521,6191,12.139458,sSE,1.482768
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,37619,172.217.9.226,443,6,0.159482,13,7,6,5325,824,4501,75.243599,sSE,0.159482
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,55347,23.194.180.22,443,6,1.390746,42,23,19,24018,3527,20491,29.480581,sSE,1.390746
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,192.168.10.5,51775,192.99.16.116,443,6,0.533740,14,9,5,5391,2157,3234,24.356428,sSE,0.533740
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,192.168.10.8,49320,72.249.192.48,443,6,0.021199,2,1,1,126,60,66,47.172039,E,0.021199
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,192.168.10.51,29262,192.168.10.3,53,17,0.000260,4,2,2,600,172,428,11538.461914,CON,0.000260
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,192.168.10.51,21588,192.168.10.3,53,17,0.078810,4,2,2,768,148,620,38.066235,CON,0.078810
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,192.168.10.3,60595,192.168.10.1,53,17,0.078226,2,1,1,389,86,303,12.783474,CON,0.078226
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,192.168.10.51,1176,192.168.10.3,53,17,0.000191,4,2,2,456,168,288,15706.806641,CON,0.000191
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,192.168.10.14,51453,172.217.10.227,443,6,0.093387,3,2,1,260,160,100,21.416258,E,0.093387
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,192.168.10.51,51775,192.168.10.3,53,17,0.000159,4,2,2,340,154,186,18867.923828,CON,0.000159
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,192.168.10.51,10886,192.168.10.3,53,17,0.023577,4,2,2,416,160,256,127.242653,CON,0.023577
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,192.168.10.3,60891,192.168.10.1,53,17,0.023218,2,1,1,200,92,108,43.070030,CON,0.023218
b8:ac:6f:36:07:ee,00:19:b9:0a:69:f1,192.168.10.14,51530,192.168.10.50,22,6,1.436755,90,42,48,14646,4956,9690,61.945148,sSEfF,1.436755
18:66:da:9b:e3:7d,00:23:ae:9b:8a:bf,192.168.10.3,,192.168.10.16,,2054,0.000009,4,2,2,240,120,120,333333.312500,CON,0.000009
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,192.168.10.51,36011,192.168.10.3,53,17,0.000218,4,2,2,444,180,264,13761.467773,CON,0.000218
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,192.168.10.51,34565,192.168.10.3,53,17,0.000261,4,2,2,768,148,620,11494.252930,CON,0.000261
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,192.168.10.51,9384,192.168.10.3,53,17,0.000025,4,2,2,508,160,348,120000.000000,CON,0.000025
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,55348,23.194.180.22,443,6,0.899065,28,12,16,15981,2616,13365,30.031199,sSE,0.899065
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,192.168.10.51,25120,192.168.10.3,53,17,0.000227,4,2,2,600,172,428,13215.859375,CON,0.000227
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,55349,23.194.180.22,443,6,0.888222,19,11,8,7212,2164,5048,20.265205,sSE,0.888222
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,55350,23.194.180.22,443,6,0.878009,24,13,11,10933,2296,8637,26.195631,sSE,0.878009
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,55351,23.194.180.22,443,6,0.981765,27,14,13,12735,2748,9987,26.482916,sSE,0.981765
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,55352,23.194.180.22,443,6,0.955143,17,11,6,4052,2164,1888,16.751419,sSE,0.955143
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,54588,52.84.143.97,80,6,0.067095,7,4,3,1903,718,1185,89.425446,sSE,0.067095
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,35885,52.43.121.89,443,6,1.365062,16,9,7,5047,909,4138,10.988512,sSE,1.365062
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,60415,31.13.73.7,443,6,0.834681,25,14,11,14594,1726,12868,28.753500,E,0.834681
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,192.168.10.9,62563,72.21.91.29,80,6,0.024874,2,1,1,126,60,66,40.202621,E,0.024874
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,192.168.10.9,62562,72.21.91.29,80,6,0.024871,2,1,1,126,60,66,40.207474,E,0.024871
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,192.168.10.51,56463,192.168.10.3,53,17,0.000052,4,2,2,352,160,192,57692.308594,CON,0.000052
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,192.168.10.8,49334,72.21.91.29,80,6,0.024042,2,1,1,126,60,66,41.593880,E,0.024042
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,192.168.10.8,49333,72.21.91.29,80,6,0.024039,2,1,1,126,60,66,41.599068,E,0.024039
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,192.168.10.5,51763,52.7.160.203,443,6,0.050522,4,2,2,265,120,145,59.380074,sSEfFR,0.050522
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,192.168.10.5,51760,146.20.132.102,443,6,0.029824,7,3,4,1127,688,439,201.180252,sSE,0.029824
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,192.168.10.16,,192.168.10.3,,2054,0.000064,4,2,2,240,120,120,46875.000000,CON,0.000064
00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,192.168.10.50,51376,192.168.10.3,3268,6,0.000375,6,4,2,1346,1070,276,13333.333008,E,0.000375
00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,192.168.10.50,35816,192.168.10.3,389,6,0.000364,6,4,2,1834,1070,764,13736.263672,E,0.000364
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,192.168.10.15,49824,151.101.0.95,443,6,0.000000,4,1,3,265,60,205,0.000000,EfFR,0.000000
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,192.168.10.8,49340,23.208.165.24,80,6,0.027672,2,1,1,126,60,66,36.137611,E,0.027672
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,192.168.10.8,49341,23.208.165.24,80,6,0.027676,2,1,1,126,60,66,36.132389,E,0.027676
