eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:07:ee,33:33:00:01:00:02,17,-1,26,26,0,4290,4290,0,2.6,429.0,165.0,0,1
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,17,-1,76,38,38,8870,2956,5914,7.6,887.0,116.710526316,2.00067658999,19
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
18:66:da:9b:e3:7d,b8:ac:6f:36:0a:8b,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,2054,-1,27,26,1,1620,1560,60,2.7,162.0,60.0,0.0384615384615,1
70:6e:6d:1d:bb:03,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,186,88,98,13290,6180,7110,18.6,1329.0,71.4516129032,1.15048543689,65
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,22,11,11,2731,1012,1719,2.2,273.1,124.136363636,1.69861660079,11
8a:80:b8:b9:c4:08,33:33:00:00:00:02,58,-1,2,2,0,140,140,0,0.2,14.0,70.0,0,1
70:6e:6d:1d:bb:07,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
18:66:da:9b:e3:7d,b8:ac:6f:36:08:f5,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,6,2,296,116,180,264903,9941,254962,29.6,26490.3,894.942567568,25.6475203702,1
6e:31:55:ef:97:39,33:33:00:00:00:02,58,-1,1,1,0,70,70,0,0.1,7.0,70.0,0,1
18:66:da:9b:e3:7d,00:1e:4f:d4:ca:28,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,12,6,6,1438,512,926,1.2,143.8,119.833333333,1.80859375,3
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,79,37,42,12612,6795,5817,7.9,1261.2,159.64556962,0.856070640177,5.0
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,6,3,3,372,180,192,0.6,37.2,62.0,1.06666666667,3
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,24,12,12,1584,792,792,2.4,158.4,66.0,1.0,12
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,1170,577,593,744957,76216,668741,117.0,74495.7,636.715384615,8.77428623911,21
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,66,42,24,5079,3236,1843,6.6,507.9,76.9545454545,0.569530284302,7
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,6,2,2,1,1,132,66,66,0.2,13.2,66.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,98,49,49,9118,4326,4792,9.8,911.8,93.0408163265,1.10772075821,43
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.2
