eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:0a:8b,01:00:5e:7f:ff:fa,17,-1,104,104,0,22464,22464,0,10.4,2246.4,216.0,0,1
70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,60,36,24,8024,3216,4808,6.0,802.4,133.733333333,1.49502487562,12
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,627,322,305,425047,36872,388175,62.7,42504.7,677.905901116,10.5276361467,9
b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,17,-1,50,26,24,6330,2276,4054,5.0,633.0,126.6,1.78119507909,12
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,150,77,73,50297,16672,33625,15.0,5029.7,335.313333333,2.01685460653,21
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,2,1,1,132,66,66,0.2,13.2,66.0,1.0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,4,2,2,246,120,126,0.4,24.6,61.5,1.05,2
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,104,52,52,6462,3120,3342,10.4,646.2,62.1346153846,1.07115384615,49
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,1.0
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,2
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,129,71,58,9373,5234,4139,12.9,937.3,72.6589147287,0.790790982041,25
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,34,17,17,4821,1739,3082,3.4,482.1,141.794117647,1.77228292122,17
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,14,7,7,924,462,462,1.4,92.4,66.0,1.0,7
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,2,1,1,132,66,66,0.2,13.2,66.0,1.0,1.0
