eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,24,9,15,1602,540,1062,2.4,160.2,66.75,1.96666666667,8
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.25
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,80,17,63,25201,15441,9760,8.0,2520.1,315.0125,0.632083414287,1
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,2
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,32,16,16,1962,960,1002,3.2,196.2,61.3125,1.04375,16
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,36,20,16,2438,1382,1056,3.6,243.8,67.7222222222,0.764109985528,14
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,15,10,5,1110,770,340,1.5,111.0,74.0,0.441558441558,3
00:c1:b1:14:eb:31,b8:ac:6f:36:07:ee,6,-1,1,1,0,60,60,0,0.1,6.0,60.0,0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,61,35,26,7074,3711,3363,6.1,707.4,115.967213115,0.906224737268,7
70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
70:6e:6d:1d:bb:0a,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,81,36,45,10894,6678,4216,8.1,1089.4,134.49382716,0.631326744534,4.0
