eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
00:1e:4f:d4:ca:28,33:33:00:01:00:02,17,-1,26,26,0,4290,4290,0,2.6,429.0,165.0,0,1
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,6,2,1463,833,630,933499,72633,860866,146.3,93349.9,638.071770335,11.8522710063,4
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,14,7,7,870,420,450,1.4,87.0,62.1428571429,1.07142857143,7
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,6,2,48,26,22,5124,3064,2060,4.8,512.4,106.75,0.672323759791,3
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,4,2,2,506,182,324,0.4,50.6,126.5,1.78021978022,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,116,60,56,11574,6709,4865,11.6,1157.4,99.775862069,0.725145327172,38
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,32,16,16,3998,1488,2510,3.2,399.8,124.9375,1.68682795699,16
70:6e:6d:1d:bb:11,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,95,46,49,17170,7519,9651,9.5,1717.0,180.736842105,1.28354834419,6.0
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,6,3,3,1647,790,857,0.6,164.7,274.5,1.08481012658,2
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,6,2,13,7,6,5566,1269,4297,1.3,556.6,428.153846154,3.38613081166,1
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,6,-1,32,18,14,8138,4456,3682,3.2,813.8,254.3125,0.826301615799,2
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,233,102,131,164986,10035,154951,23.3,16498.6,708.094420601,15.4410563029,6
70:6e:6d:1d:bb:09,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,17,-1,80,31,49,66533,2882,63651,8.0,6653.3,831.6625,22.085704372,3
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,22016,13159,8857,14150218,794558,13355660,2201.6,1415021.8,642.724291424,16.8089176624,2
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,87,42,45,38928,14885,24043,8.7,3892.8,447.448275862,1.61525025193,4
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,17,-1,28,16,12,2932,1268,1664,2.8,293.2,104.714285714,1.31230283912,6
00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,17,-1,32,16,16,3640,1256,2384,3.2,364.0,113.75,1.89808917197,8
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,146,90,56,9979,6307,3672,14.6,997.9,68.3493150685,0.582210242588,33
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,39,24,15,3031,1866,1165,3.9,303.1,77.7179487179,0.624330117899,4
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,33,17,16,2970,1530,1440,3.3,297.0,90.0,0.941176470588,7
00:23:ae:9b:95:67,18:66:da:9b:e3:7d,6,2,98,60,38,27068,13466,13602,9.8,2706.8,276.204081633,1.01009950988,2
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.166666666667
b8:ac:6f:36:0a:8b,00:19:b9:0a:69:f1,6,2,72,34,38,12972,10324,2648,7.2,1297.2,180.166666667,0.256489732662,2
