eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,17,-1,204,104,100,22068,8516,13552,20.4,2206.8,108.176470588,1.59135744481,50
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,17,-1,36,18,18,5316,1568,3748,3.6,531.6,147.666666667,2.39030612245,9
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,20,11,9,5697,2303,3394,2.0,569.7,284.85,1.4737299175,2
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,29,17,12,1995,1172,823,2.9,199.5,68.7931034483,0.702218430034,9
70:6e:6d:1d:bb:05,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,1379,708,671,767073,66878,700195,137.9,76707.3,556.253081943,10.4697359371,33
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,74,37,37,9436,3480,5956,7.4,943.6,127.513513514,1.71149425287,37
70:6e:6d:1d:bb:11,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
00:23:ae:9b:95:67,18:66:da:9b:e3:7d,17,-1,12,6,6,1178,446,732,1.2,117.8,98.1666666667,1.64125560538,3
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,4,2,2,1529,731,798,0.4,152.9,382.25,1.09165526676,1
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,6,2,9,6,3,5680,2667,3013,0.9,568.0,631.111111111,1.12973378328,1
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,6,3,3,540,270,270,0.6,54.0,90.0,1.0,3
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,34,20,14,10378,2676,7702,3.4,1037.8,305.235294118,2.87817638266,4
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,2,1,1,132,66,66,0.2,13.2,66.0,1.0,1.0
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,13,8,5,7418,6512,906,1.3,741.8,570.615384615,0.139127764128,1
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,17,-1,12,8,4,1190,684,506,1.2,119.0,99.1666666667,0.739766081871,2
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,18,10,8,1464,798,666,1.8,146.4,81.3333333333,0.834586466165,7
b8:ac:6f:36:08:f5,ff:ff:ff:ff:ff:ff,2054,-1,28,26,2,1680,1560,120,2.8,168.0,60.0,0.0769230769231,1
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,6,2,79,47,32,19120,6035,13085,7.9,1912.0,242.025316456,2.16818558409,8
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,2,1,1,132,66,66,0.2,13.2,66.0,1.0,1
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,1.0
