eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
b8:ac:6f:36:08:f5,33:33:00:01:00:02,17,-1,78,78,0,12870,12870,0,7.8,1287.0,165.0,0,1
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,6,2,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,13,5,8,2800,2005,795,1.3,280.0,215.384615385,0.39650872818,3
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,4,2,2,498,170,328,0.4,49.8,124.5,1.92941176471,1
b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,17,-1,232,118,114,27212,9866,17346,23.2,2721.2,117.293103448,1.75815933509,52
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,1143,577,566,281986,96393,185593,114.3,28198.6,246.706911636,1.92537839885,121
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,23,14,9,1568,943,625,2.3,156.8,68.1739130435,0.662778366914,4
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,58,29,29,7580,2833,4747,5.8,758.0,130.689655172,1.67560889516,29
18:66:da:9b:e3:7d,00:23:ae:9b:95:67,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:c1:b1:14:eb:31,00:1e:4f:d4:ca:28,6,-1,1,1,0,60,60,0,0.1,6.0,60.0,0,1
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,2
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,130,68,62,8789,4528,4261,13.0,878.9,67.6076923077,0.941033568905,51
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.5
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,6,3,3,378,180,198,0.6,37.8,63.0,1.1,3
18:66:da:9b:e3:7d,00:25:00:a8:c4:60,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,4,2,2,252,126,126,0.4,25.2,63.0,1.0,2.0
