eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,42,21,21,3306,1773,1533,4.2,330.6,78.7142857143,0.864636209814,19
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,34,20,14,12341,2715,9626,3.4,1234.1,362.970588235,3.54548802947,3
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,12,6,6,1438,512,926,1.2,143.8,119.833333333,1.80859375,3
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,6,2,8,4,4,504,252,252,0.8,50.4,63.0,1.0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,8,4,4,876,314,562,0.8,87.6,109.5,1.7898089172,2
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,89,55,34,21856,8407,13449,8.9,2185.6,245.573033708,1.59973831331,7
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,17,-1,6,4,2,514,300,214,0.6,51.4,85.6666666667,0.713333333333,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,101,52,49,6647,3466,3181,10.1,664.7,65.8118811881,0.917772648586,38
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,71,36,35,14322,4003,10319,7.1,1432.2,201.718309859,2.57781663752,7
70:6e:6d:1d:bb:02,01:00:0c:cc:cc:cc,0,-1,5,5,0,2285,2285,0,0.5,228.5,457.0,0,1
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.25
b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,17,-1,8,4,4,1136,312,824,0.8,113.6,142.0,2.64102564103,2
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1.0
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
18:66:da:9b:e3:7d,b8:ac:6f:36:0a:8b,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1.0
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,52,30,22,5830,2926,2904,5.2,583.0,112.115384615,0.992481203008,9
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,10,5,5,1241,457,784,1.0,124.1,124.1,1.71553610503,5
70:6e:6d:1d:bb:0a,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,72,33,39,10274,6582,3692,7.2,1027.4,142.694444444,0.560923731389,4.0
