eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:04:e3,00:19:b9:0a:69:f1,17,-1,2,2,0,208,208,0,0.2,20.8,104.0,0,1
00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,6,-1,2,1,1,126,66,60,0.2,12.6,63.0,0.909090909091,1
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,17,-1,20,10,10,2726,796,1930,2.0,272.6,136.3,2.42462311558,5
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,14,7,7,4862,1281,3581,1.4,486.2,347.285714286,2.79547228728,1
b8:ac:6f:36:04:e3,00:23:ae:9b:ad:b3,17,-1,2,2,0,208,208,0,0.2,20.8,104.0,0,1
b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,17,-1,84,42,42,8618,3144,5474,8.4,861.8,102.595238095,1.74109414758,21
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,-1,104,59,45,62360,5180,57180,10.4,6236.0,599.615384615,11.0386100386,1
00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1.0
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,12,6,6,1340,462,878,1.2,134.0,111.666666667,1.90043290043,3
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,-1,7,3,4,932,220,712,0.7,93.2,133.142857143,3.23636363636,2
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,26,13,13,1596,780,816,2.6,159.6,61.3846153846,1.04615384615,13
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,72,36,36,9017,3338,5679,7.2,901.7,125.236111111,1.70131815458,36
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,9,4,5,601,240,361,0.9,60.1,66.7777777778,1.50416666667,3
70:6e:6d:1d:bb:07,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,-1,65,20,45,42598,1400,41198,6.5,4259.8,655.353846154,29.4271428571,2
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,6,2,32,17,15,11666,9128,2538,3.2,1166.6,364.5625,0.278045574058,4
00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,28,14,14,1855,840,1015,2.8,185.5,66.25,1.20833333333,7
00:19:b9:0a:69:f1,ff:ff:ff:ff:ff:ff,17,-1,52,52,0,9646,9646,0,5.2,964.6,185.5,0,2
00:23:ae:9b:ad:b3,ff:ff:ff:ff:ff:ff,17,-1,52,52,0,9594,9594,0,5.2,959.4,184.5,0,2
18:66:da:9b:e3:7d,00:19:b9:0a:69:f1,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1.0
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,-1,3,2,1,280,173,107,0.3,28.0,93.3333333333,0.618497109827,1
b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,17,-1,440,220,220,47032,18200,28832,44.0,4703.2,106.890909091,1.58417582418,110
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,3,2,1,260,160,100,0.3,26.0,86.6666666667,0.625,1
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,115,66,49,8074,4576,3498,11.5,807.4,70.2086956522,0.764423076923,24
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,953,481,472,453182,60511,392671,95.3,45318.2,475.532004197,6.48924988845,62
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,119,59,60,17254,5316,11938,11.9,1725.4,144.991596639,2.24567343868,37
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,1943,880,1063,762250,236206,526044,194.3,76225.0,392.305712815,2.2270560443,63
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,72,36,36,4716,2358,2358,7.2,471.6,65.5,1.0,36
70:6e:6d:1d:bb:0a,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
