eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:07:ee,33:33:00:01:00:02,17,-1,26,26,0,4290,4290,0,2.6,429.0,165.0,0,1
b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,17,-1,240,120,120,28494,9796,18698,24.0,2849.4,118.725,1.90873826051,51
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
70:6e:6d:1d:bb:02,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,148,74,74,16790,5778,11012,14.8,1679.0,113.445945946,1.90584977501,37
00:1e:4f:d4:ca:28,00:19:b9:0a:69:f1,6,2,152,74,78,25214,9244,15970,15.2,2521.4,165.881578947,1.7276070965,2
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,80,40,40,9654,3512,6142,8.0,965.4,120.675,1.74886104784,20
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,1423,726,697,401116,126303,274813,142.3,40111.6,281.880534083,2.17582321877,109
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,136,68,68,17767,6358,11409,13.6,1776.7,130.639705882,1.79443221139,68
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,4,2,2,1529,731,798,0.4,152.9,382.25,1.09165526676,1
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,6,2,8,4,4,602,264,338,0.8,60.2,75.25,1.2803030303,2
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,13,6,7,817,360,457,1.3,81.7,62.8461538462,1.26944444444,5
ba:19:bc:79:87:11,33:33:00:00:00:02,58,-1,2,2,0,140,140,0,0.2,14.0,70.0,0,1
b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,6,-1,12,8,4,3132,2092,1040,1.2,313.2,261.0,0.497131931166,2
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,63,31,32,9986,4998,4988,6.3,998.6,158.507936508,0.99799919968,5.0
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,2670,1322,1348,1728414,102204,1626210,267.0,172841.4,647.346067416,15.9114124692,12
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,8,4,4,528,264,264,0.8,52.8,66.0,1.0,4
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,21,10,11,6055,1371,4684,2.1,605.5,288.333333333,3.41648431802,1
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,6,2,4,2,2,252,126,126,0.4,25.2,63.0,1.0,2
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,1193,629,564,575660,69010,506650,119.3,57566.0,482.531433361,7.3416896102,38
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.2
