eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,-1,24,14,10,1641,1035,606,2.4,164.1,68.375,0.585507246377,5
70:6e:6d:1d:bb:03,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
70:6e:6d:1d:bb:0d,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,46,28,18,3181,1905,1276,4.6,318.1,69.152173913,0.669816272966,13
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,474,252,222,55536,20864,34672,47.4,5553.6,117.164556962,1.66180981595,106
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,3984,1834,2150,2951227,159829,2791398,398.4,295122.7,740.769829317,17.4649031152,56
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,-1,18153,10578,7575,12034397,646554,11387843,1815.3,1203439.7,662.942599019,17.6131351751,8
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:c1:b1:14:eb:31,b8:ac:6f:36:08:f5,6,-1,6,4,2,798,678,120,0.6,79.8,133.0,0.176991150442,0.105263157895
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,112,56,56,14679,5317,9362,11.2,1467.9,131.0625,1.76076735001,56
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,17,-1,8,4,4,852,314,538,0.8,85.2,106.5,1.71337579618,2
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,6,3,3,396,198,198,0.6,39.6,66.0,1.0,3
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,-1,35,17,18,2226,1080,1146,3.5,222.6,63.6,1.06111111111,16
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,-1,58,29,29,3828,1914,1914,5.8,382.8,66.0,1.0,29
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,-1,40,20,20,3279,1741,1538,4.0,327.9,81.975,0.88340034463,9.5
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,6,3,3,378,180,198,0.6,37.8,63.0,1.1,3
