eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,17,-1,12,8,4,1090,684,406,1.2,109.0,90.8333333333,0.593567251462,2
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1.0
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,6,3,3,378,180,198,0.6,37.8,63.0,1.1,3
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,4,2,2,400,144,256,0.4,40.0,100.0,1.77777777778,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,34,17,17,2076,1020,1056,3.4,207.6,61.0588235294,1.03529411765,16
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,6,3,3,628,290,338,0.6,62.8,104.666666667,1.16551724138,3
00:19:b9:0a:69:f1,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,305,148,157,38730,21741,16989,30.5,3873.0,126.983606557,0.781426797295,4.0
70:6e:6d:1d:bb:07,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,6,2,3,2,1,180,120,60,0.3,18.0,60.0,0.5,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,16,8,8,1008,480,528,1.6,100.8,63.0,1.1,8
b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1.0
00:23:ae:9b:8a:bf,18:66:da:9b:e3:7d,17,-1,8,4,4,868,292,576,0.8,86.8,108.5,1.97260273973,2
70:6e:6d:1d:bb:09,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,17,-1,6,3,3,411,195,216,0.6,41.1,68.5,1.10769230769,3
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,2,1,0,1,60,0,60,0.1,6.0,60.0,60,1
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,95,50,45,6373,3361,3012,9.5,637.3,67.0842105263,0.89616185659,41
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,17,10,7,1120,650,470,1.7,112.0,65.8823529412,0.723076923077,4
00:23:ae:9b:95:67,18:66:da:9b:e3:7d,6,2,12,8,4,2960,1432,1528,1.2,296.0,246.666666667,1.06703910615,1
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.25
