eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
70:6e:6d:1d:bb:06,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,2,1,1,132,66,66,0.2,13.2,66.0,1.0,1.0
b8:ac:6f:36:0b:a8,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
70:6e:6d:1d:bb:08,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,17,-1,4,2,2,360,180,180,0.4,36.0,90.0,1.0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,5,3,2,306,180,126,0.5,30.6,61.2,0.7,2
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,8,4,4,528,264,264,0.8,52.8,66.0,1.0,4
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,18,9,9,1188,594,594,1.8,118.8,66.0,1.0,9
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:23:ae:9b:95:67,18:66:da:9b:e3:7d,17,-1,80,40,40,11736,3990,7746,8.0,1173.6,146.7,1.94135338346,20
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,10,5,5,900,450,450,1.0,90.0,90.0,1.0,5
00:23:ae:9b:95:67,18:66:da:9b:e3:7d,6,2,28,16,12,4410,1904,2506,2.8,441.0,157.5,1.31617647059,2
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,25,14,11,1791,1003,788,2.5,179.1,71.64,0.785643070788,3
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,1.0
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,4,2,2,1529,731,798,0.4,152.9,382.25,1.09165526676,1
00:23:ae:9b:95:67,18:66:da:9b:e3:7d,6,-1,6,4,2,2332,1040,1292,0.6,233.2,388.666666667,1.24230769231,1
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,2054,-1,2,1,1,120,60,60,0.2,12.0,60.0,1.0,1
