eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:07:ee,33:33:00:01:00:02,17,-1,78,78,0,12870,12870,0,7.8,1287.0,165.0,0,1
b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,17,-1,340,170,170,39036,14190,24846,34.0,3903.6,114.811764706,1.75095137421,81
00:25:00:a8:c4:60,18:66:da:9b:e3:7d,17,-1,4,2,2,444,182,262,0.4,44.4,111.0,1.43956043956,1
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,17,-1,16,8,8,1682,610,1072,1.6,168.2,105.125,1.75737704918,3
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,11,6,5,2708,822,1886,1.1,270.8,246.181818182,2.29440389294,2
00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,-1,8,4,4,998,338,660,0.8,99.8,124.75,1.95266272189,2
00:1e:4f:d4:ca:28,00:c1:b1:14:eb:31,6,-1,4,2,2,265,120,145,0.4,26.5,66.25,1.20833333333,1
70:6e:6d:1d:bb:03,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,1613,820,793,701330,92611,608719,161.3,70133.0,434.798512089,6.57285851573,90
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,110,55,55,13974,5157,8817,11.0,1397.4,127.036363636,1.70971495055,55
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,4,2,2,1529,731,798,0.4,152.9,382.25,1.09165526676,1
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,6,2,25,13,12,14473,12751,1722,2.5,1447.3,578.92,0.135048231511,1
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
70:6e:6d:1d:bb:0d,01:00:0c:cc:cc:cc,0,-1,1,1,0,458,458,0,0.1,45.8,458.0,0,1
18:66:da:9b:e3:7d,b8:ac:6f:36:0b:a8,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,5,3,2,306,180,126,0.5,30.6,61.2,0.7,2
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,2,8,4,4,528,264,264,0.8,52.8,66.0,1.0,4
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,105,68,37,7497,4872,2625,10.5,749.7,71.4,0.538793103448,18
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,2,41,26,15,2725,1705,1020,4.1,272.5,66.4634146341,0.598240469208,12
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,6,2,13,6,7,839,366,473,1.3,83.9,64.5384615385,1.29234972678,5
00:23:ae:9b:95:67,00:c1:b1:14:eb:31,17,-1,2,1,1,180,90,90,0.2,18.0,90.0,1.0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,7,4,3,512,283,229,0.7,51.2,73.1428571429,0.809187279152,1
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,1
