eth_src,eth_dst,ip_proto,state_flag,pkts,src_pkts,dst_pkts,bytes,src_bytes,dst_bytes,pkts_per_sec,bytes_per_second,bytes_per_packet,packet_pair_ratio,pair_flow
b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,17,-1,8,4,4,1086,338,748,0.8,108.6,135.75,2.21301775148,2
b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,17,-1,24,12,12,3282,1042,2240,2.4,328.2,136.75,2.14971209213,6
b8:ac:6f:36:08:f5,00:c1:b1:14:eb:31,6,2,35,19,16,5927,2864,3063,3.5,592.7,169.342857143,1.06948324022,9
18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,17,-1,20,10,10,2782,949,1833,2.0,278.2,139.1,1.93150684932,10
b8:ac:6f:36:04:e3,00:c1:b1:14:eb:31,6,-1,168,105,63,13832,8766,5066,16.8,1383.2,82.3333333333,0.577914670317,16
70:6e:6d:1d:bb:03,01:00:0c:cc:cc:cc,0,-1,6,6,0,2742,2742,0,0.6,274.2,457.0,0,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,2,29,16,13,3548,2040,1508,2.9,354.8,122.344827586,0.739215686275,4
18:66:da:9b:e3:7d,b8:ac:6f:36:04:e3,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1.0
06:04:f5:58:c1:f1,33:33:00:00:00:fb,17,-1,1,1,0,203,203,0,0.1,20.3,203.0,0,1
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,-1,10,4,6,642,240,402,1.0,64.2,64.2,1.675,2
b8:ac:6f:1d:1f:6c,00:c1:b1:14:eb:31,6,-1,2,1,1,126,60,66,0.2,12.6,63.0,1.1,1
00:25:00:a8:c4:60,00:c1:b1:14:eb:31,6,2,30,16,14,6538,1283,5255,3.0,653.8,217.933333333,4.0958690569,2
00:25:00:a8:c4:60,18:66:da:9b:e3:7d,17,-1,4,2,2,528,160,368,0.4,52.8,132.0,2.3,1
00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,-1,6,3,3,540,270,270,0.6,54.0,90.0,1.0,3
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,6,2,969,480,489,727052,37106,689946,96.9,72705.2,750.311661507,18.5939201207,6
b8:ac:6f:36:04:e3,18:66:da:9b:e3:7d,2054,-1,4,2,2,240,120,120,0.4,24.0,60.0,1.0,1.0
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,-1,131,59,72,19910,9816,10094,13.1,1991.0,151.984732824,1.02832110839,6.0
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,17,-1,34,13,21,28927,2553,26374,3.4,2892.7,850.794117647,10.330591461,1
b8:ac:6f:36:07:ee,00:c1:b1:14:eb:31,6,-1,31475,18673,12802,20426310,1127164,19299146,3147.5,2042631.0,648.969340747,17.1218615925,5
b8:ac:6f:36:0a:8b,18:66:da:9b:e3:7d,17,-1,24,14,10,2752,1128,1624,2.4,275.2,114.666666667,1.43971631206,5
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,6,2,17,8,9,1153,528,625,1.7,115.3,67.8235294118,1.18371212121,6
70:6e:6d:1d:bb:02,01:00:0c:cc:cc:cc,0,-1,1,1,0,457,457,0,0.1,45.7,457.0,0,1
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,6,2,13,7,6,1594,1038,556,1.3,159.4,122.615384615,0.535645472062,3
00:c1:b1:14:eb:31,00:23:ae:9b:8a:bf,6,-1,2,1,1,185,119,66,0.2,18.5,92.5,0.554621848739,0.166666666667
70:6e:6d:1d:bb:0a,01:00:0c:cc:cc:cc,0,-1,5,5,0,2290,2290,0,0.5,229.0,458.0,0,1
