SrcMac,DstMac,SrcAddr,Sport,DstAddr,Dport,Proto,Mean,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,Rate,State,Dur
00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,192.168.10.19,16335,192.168.10.3,53,17,5.004167,4,4,0,276,276,0,0.599500,INT,5.004167
00:23:ae:9b:ad:b3,18:66:da:9b:e3:7d,192.168.10.19,5253,192.168.10.3,53,17,5.004141,4,4,0,276,276,0,0.599504,INT,5.004141
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,35146,151.101.1.69,443,6,2.039910,212,84,128,181458,7688,173770,103.435928,sSE,2.039910
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,192.168.10.5,49843,107.178.247.57,443,6,1.481706,69,33,36,12236,9326,2910,45.893044,E,1.481706
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,192.168.10.5,51832,54.174.28.60,443,6,1.182195,20,8,12,10370,2061,8309,16.071800,sSE,1.182195
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,192.168.10.5,51848,52.72.49.160,443,6,1.141643,23,11,12,11556,2073,9483,19.270472,sSE,1.141643
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,46346,173.222.140.253,443,6,1.109357,9,5,4,1330,906,424,7.211385,sSE,1.109357
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,43794,54.197.238.119,443,6,1.130099,23,12,11,10114,3053,7061,19.467319,sSE,1.130099
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,56992,172.217.9.226,443,6,3.819013,9,6,3,763,519,244,2.094782,sSEfF,3.819013
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,54986,172.217.11.35,443,6,4.822664,10,6,4,829,519,310,1.866189,sSEfF,4.822664
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,33126,52.84.142.16,443,6,2.800357,9,6,3,763,519,244,2.856779,sSEfF,2.800357
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,52178,172.217.10.66,443,6,3.819321,9,6,3,763,519,244,2.094613,sSEfF,3.819321
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,50528,72.21.91.29,80,6,1.945666,10,6,4,3142,1278,1864,4.625666,sSE,1.945666
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,52878,23.15.155.27,80,6,0.560622,6,4,2,844,704,140,8.918666,sSE,0.560622
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,52884,23.15.155.27,80,6,0.527507,6,4,2,844,704,140,9.478547,sSE,0.527507
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,43812,54.197.238.119,443,6,0.521566,16,9,7,6087,1632,4455,28.759544,sSE,0.521566
b8:ac:6f:36:0b:a8,00:c1:b1:14:eb:31,192.168.10.51,32958,173.241.242.143,443,6,3.679203,16,7,9,1091,426,665,4.076970,sSEfFR,3.679203
00:23:ae:9b:8a:bf,00:c1:b1:14:eb:31,192.168.10.16,52888,23.15.155.27,80,6,0.274373,3,2,1,214,140,74,7.289347,sSE,0.274373
b8:ac:6f:36:0a:8b,00:c1:b1:14:eb:31,192.168.10.5,51849,52.72.49.160,443,6,0.154950,11,6,5,1659,1171,488,64.536949,sSE,0.154950
